price (high season),Name,Location
96,Genting Resort Secret Garden,China
23,Malga San Giorgio (temporarily closed),Italy
16.5,Uhliská (Nižná),Slovakia
32,Katashina Kogen Resort,Japan
46,Predeal,Romania
17,Mashike Choei Shokanbetsudake,Japan
25,Hirayu Onsen,Japan
16,Izky – Magura,Ukraine
67,Alpine Ski Club – Collingwood,Canada
24,Janovky – Zuberec,Slovakia
17,Vigiljoch (Monte San Vigilio) – Lana,Italy
25,Listel Ski Fantasia,Japan
38,Wentworth,Canada
80,Blue Knob,USA
27,Hounokidaira,Japan
36,Ørskogfjell Skisenter,Norway
85,Timberline Mountain,USA
55,White Pine – Pinedale,USA
86,Greek Peak,USA
35,Les Pléiades,Switzerland
42,Gautefall,Norway
60,Middlebury College Snow Bowl,USA
26,Sakae Club,Japan
158,Homewood Mountain Resort,USA
33,Eriz,Switzerland
144,Diamond Peak,USA
47,Mont Avila,Canada
12,Mygovo,Ukraine
102,Blue Mountain Resort – Collingwood,Canada
19,Pian Neiretto,Italy
7,Le Grand Plan – Col du Barioz,France
23,Hagenberglifte – Sulzberg,Austria
24,Taira,Japan
9,Rencurel,France
20,Abashiri Lake View Resort,Japan
21,Moya Hills,Japan
28,Tindastóll – Sauðárkrókur,Iceland
25,Roata – Cavnic,Romania
49,Fairmont Hot Springs,Canada
18,Hochlecken – Neukirchen (Altmünster),Austria
33,Tanvaldský Špičák,Czech Republic
57,Mt. Dobson,New Zealand
40,The Lecht,United Kingdom
30,Vestvatn,Norway
27,Koumi Re-Ex Ski Valley,Japan
23,Val Formazza,Italy
85,Plattekill,USA
30,Valfjället,Sweden
20,Chokai Kogen Yashima,Japan
24,Mikawa Onsen,Japan
34,Jaunpass – Boltigen,Switzerland
24,Mont Castor,Canada
65,Sasquatch Mountain – Hemlock Valley,Canada
33,Kurobushi Kogen Snow Park Jangle Jungle,Japan
31,Kåbdalis,Sweden
45,Anthony Lakes Mountain Resort,USA
39,Magic Mountain Resort,USA
27,L'Orient,Switzerland
17,Minami Furano,Japan
20,Campo Staffi,Italy
36,Säfsen,Sweden
30,Ojiro,Japan
23,Dalvík,Iceland
29,Ankenesfjellet – Ankenesstranda (Narvik),Norway
26,Hochschwarzeck – Ramsau bei Berchtesgaden,Germany
36,Presolana,Italy
26,Sugarloaf Provincial Park,Canada
80,Sugar Mountain,USA
33,Bouřňák,Czech Republic
37,Mont-Saint-Mathieu,Canada
29,Gaberl/​Plankogel – Salla (Maria Lankowitz),Austria
21,Voithenberg – Furth im Wald,Germany
40,Warner Canyon – Lakeview,USA
13,Anilio,Greece
32,Norn Minakami,Japan
41,Higashitateyama,Japan
39,Iso-Syöte – Pudasjärvi,Finland
15,Col de l'Arzelier (temporarily closed),France
18.5,Rucas di Bagnolo,Italy
44,Lipno,Czech Republic
39,White Hills,Canada
31,Kazawa,Japan
24,Pröller Skidreieck (St. Englmar),Germany
65,Bluewood,USA
32,St. Oswald (Kartitsch),Austria
69,Ohau,New Zealand
24,Champ du Feu,France
78,Elk Mountain,USA
20,Zábava – Hruštín,Slovakia
42,Postalm am Wolfgangsee,Austria
119,Alpental,USA
41.5,Naggler Alm – Techendorf (Weissensee),Austria
79,Catamount,USA
20,Engaru Rock Valley,Japan
29,Spring Valley Izumi Kogen,Japan
5,Flus,Ural Federal District
33,Klimpfjäll,Sweden
16,Čierny Balog,Slovakia
21,Cieńków – Malinka (Wisła),Poland
19,Mutsushi Kamafuseyama,Japan
10,Lišák Stříbrná,Czech Republic
27,Le Brassus,Switzerland
15,Rachowiec – Zwardoń,Poland
35,Paljakka,Finland
30,Gallix,Canada
34,Mont Farlagne,Canada
38,Biel-Kinzig – Bürglen,Switzerland
29,Hidden Valley (AB),Canada
15,Bruncu Spina (temporarily closed),Italy
27,Mont Biencourt,Canada
35,Kawaba,Japan
41,Biwako Valley,Japan
72,Rigi,Switzerland
11,Yurmanka,Siberia
11,Iohzan – Kanazawa,Japan
33,Valčianska Dolina – Valča (Snowland),Slovakia
20,Val d'Ese,France
35,Hurdal,Norway
25,Heiligkreuz-First – Hasle,Switzerland
28,Steg im Tösstal,Switzerland
21,Prato (Leventina),Switzerland
22,Červenohorské sedlo,Czech Republic
32,Manza Onsen,Japan
48,Raulandsfjell Alpinsenter,Norway
59,Passo Fedaia – Pian dei Fiacconi (Marmolada) (temporarily closed),Italy
27,Bílá,Czech Republic
39,Fulufjellet,Norway
19,Makado Onsen,Japan
37,Pass Powderkeg – Crowsnest Pass,Canada
17,Simmelsberg,Germany
36,Näsfjället i Sälen,Sweden
36,Canyon Ski Area,Canada
20,Cottonwood Butte,USA
26,Hidatakayama,Japan
19,Bublava – Bleiberg,Czech Republic
24,Vrchlabí – Kněžický vrch,Czech Republic
40,Storefjell,Norway
23,Alberschwende – Brüggelekopf,Austria
25,Dunsjöliften – Ljungdalsberget,Sweden
44,Oak Mountain,USA
33,Shirakabako Royal Hill,Japan
48,Beitostølen Skisenter,Norway
69,Labrador Mountain,USA
18,Master Ski – Tylicz,Poland
28,Menzenschwand (St. Blasien) – Spießhorn,Germany
36,Sunne,Sweden
72,Black Mountain – Jackson,USA
21,Maiszinken – Lunz am See,Austria
16,Řeka,Czech Republic
35,Misurina – Passo Tre Croci,Italy
36,Nerskogen,Norway
27,Shiratori Kogen,Japan
15,Glasenberg – Maria Neustift,Austria
55,Black Mountain – Rumford,USA
33,Kraličák – Hynčice pod Sušinou/​Stříbrnice,Czech Republic
22,Asahi Shizen,Japan
92,Berkshire East,USA
20,Uonuma Ohara,Japan
15,Kékestetö,Hungary
34,Gesundaberget,Sweden
45.5,Salla,Finland
31,Naspa Ski Garden,Japan
37,Järvsö,Sweden
21,Bellefontaine,France
17.5,Lispach – La Bresse,France
62,Mount St. Louis – Moonstone,Canada
23,Jasenská Dolina – Belá-Dulice,Slovakia
20,Schratten Flühli,Switzerland
23,Silbersattel – Steinach,Germany
40,Buchberg – Goldegg,Austria
36,Ukkohalla,Finland
19,Góra Żar – Miedzybrodzie Zywieckie,Poland
36,Černý Důl,Czech Republic
20,Ferguson Ridge,USA
8.5,Le Manon,France
25,Gfellen – Entlebuch-Finsterwald,Switzerland
26,Storklinten,Sweden
27,Otaru Tenguyama,Japan
31,Fukui Izumi,Japan
31,Osa,Japan
21,Snow Cruise Onze,Japan
89,Holimont,USA
31,Mitterdorf (Almberg) – Mitterfirmiansreut,Germany
20,Tylicz,Poland
24,Nakasato Kiyotsu,Japan
22,Agnäsbacken,Sweden
26,Hallstabacken – Sollefteå,Sweden
27,Kohútka,Czech Republic
18,Solbergsbacken,Sweden
24,Orava Snow – Oravská Lesná,Slovakia
25,La Corbatière – La Roche-aux-Crocs,Switzerland
75,Beech Mountain,USA
129,Granby Ranch,USA
34,Gspon (Staldenried),Switzerland
20,Thaler Höhe – Wiederhofen (Missen-Wilhams),Germany
38,Le Chantecler,Canada
32,Balmberg,Switzerland
29,Síaréna Vibe Park – Eplény,Hungary
6,Les Signaraux – La Motte d'Aveillans,France
20,La Chia – Bulle,Switzerland
30,Sellata,Italy
31,Yuzawa Nakazato,Japan
43,Stavtjørn,Norway
20,Makinoiri Kogen (Mt. Kosha),Japan
13,Ochodzita – Koniaków,Poland
25,Mont Avalanche,Canada
39,Solheisen Skisenter,Norway
35,Spout Springs (temporarily closed),USA
80,Shawnee Mountain,USA
37.5,Hinterreit – Saalfelden am Steinernen Meer,Austria
33,Hallbjønn,Norway
10,Dobogókő,Hungary
20,Piobbico,Italy
22,Rein in Taufers (Riva di Tures),Italy
70,Mt. Waterman,USA
33,Fujiten Resort,Japan
21.5,Turmkogel – Puchenstuben,Austria
95,Snow King Mountain – Jackson,USA
18,Alpe Cialma – Locana,Italy
22,Vitanová,Slovakia
26,Misery Mountain,Canada
16,Bezovec,Slovakia
14,Poráčska dolina – Poráč (Poráč Park),Slovakia
50,Whaleback,USA
34,Tromsø,Norway
95,Granite Peak at Rib Mountain State Park,USA
48,Raudalen Alpinsenteret,Norway
24,Deštné,Czech Republic
8,Karakoli,Greece
119,Mountain High East,USA
13,Jastrzębica – Przyłęków,Poland
48,Searchmont,Canada
18,Hochbärneck – St. Anton an der Jeßnitz,Austria
39,Fidjeland,Norway
48,Antoine Mountain,Canada
30,Grub-Kaien,Switzerland
18,Cap-Chat,Canada
55.5,Reither Kogel – Reith im Alpbachtal,Austria
32,Montcalm,Canada
10,Nordvågen,Norway
9,Rostovo,Bosnia and Herzegovina
31,Mýto pod Ďumbierom,Slovakia
31,Saku Ski Garden Parada,Japan
41,Varingskollen,Norway
20,Ghisoni,France
69,Kelly Canyon,USA
23,Kunčice – Pod Snezníkem,Czech Republic
23,St. Martin im Tennengebirge,Austria
35,Mont Gleason,Canada
23,Hirschberglifte – Kreuth,Germany
23,Tjamstanbackarna – Malå,Sweden
13,Strážný,Czech Republic
28,Pikku-Syöte/​Syötekeskus,Finland
34,Surnadal,Norway
26,Kuzuryu,Japan
15,Górnik – Rzeczka/​Sokolec,Poland
26,Kitashiga Kogen Kumaruyama,Japan
28,Hohe Winde – Beinwil,Switzerland
31,Renåfjellet,Norway
31,Weissbriach (Gitschtal),Austria
44,Himos,Finland
12,Notre Dame du Pré,France
23,Palenica – Szczawnica,Poland
20,Plainpalais,France
20,Śnieżnica – Kasina Wielka,Poland
49,Tukino,New Zealand
16,Stożek – Wisła,Poland
69,Duolemeidi Mountain Resort – Chongli,China
40,Calabogie Peaks,Canada
19.5,Steckenberg – Unterammergau,Germany
20,Wasserkuppe,Germany
29,Praděd – Figura,Czech Republic
32,Hohwald – Beatenberg-Waldegg,Switzerland
29,Oberholz – Farner,Switzerland
36,Gantrisch Gurnigel,Switzerland
24,Telnice,Czech Republic
80,The Remarkables,New Zealand
16.5,Brabant – La Bresse,France
13,Col de Turini/​Camp d'Argent,France
45,Porcupine Mountain,USA
29,Skaidi,Norway
37,Hovfjället – Torsby,Sweden
30,Piano Battaglia,Italy
34,Ben Eoin,Canada
42,Vuokatti,Finland
35,McCauly Mountain,USA
32,Muggenbrunn,Germany
13,Chyrowa,Poland
27,Świeradów Zdrój,Poland
27,Chateraise Resort – Yatsugatake,Japan
22,La Tuque,Canada
12,Seebodenalp – Küssnacht,Switzerland
13,Entre-les-Fourgs (Jougne),France
37,Kungsberget,Sweden
60,Meadowlark Ski Lodge,USA
38,Martinské Hole,Slovakia
22,Whispering Pines – Worsley,Canada
36,Sternstein – Bad Leonfelden,Austria
15,Regetovka,Slovakia
15,Le Reposoir/​Châlet Neuf,France
20,Zolotaya Dolina,Northwest Russia
41,Nishitateyama,Japan
43,Sjusjøen,Norway
13,Kush-Tau,Volga Federal District
46,Hesperus Ski Area,USA
55,Rainbow Valley,New Zealand
62,Badger Pass,USA
18,Pezinská Baba,Slovakia
22,Drienica,Slovakia
110,The Highlands at Harbor Springs,USA
17,Jugów – Rymarz,Poland
21,Levoča,Slovakia
23,Tirolina (Haltjochlift) – Hinterthiersee,Austria
32,Hauereck – St. Kathrein am Hauenstein,Austria
29,Mont Kanasuta,Canada
98,Seven Springs,USA
85,Mt. Bohemia,USA
39,Asessippi,Canada
7,Hajla – Rožaje,Montenegro
10.5,Val d'Arc – Bessans,France
26,Říčky v Orlických horách,Czech Republic
55,Cloudcroft,USA
18,Paprsek – Velké Vrbno,Czech Republic
28,Schönfeld – Thomatal (temporarily closed),Austria
26,Teichalm – Fladnitz,Austria
26,Hawrań – Jurgów,Poland
38,Ukko-Koli,Finland
24,Pian Cales – San Bernardino,Switzerland
15,La Croix de Bauzon,France
29,Minenohara Kogen,Japan
119,Mountain High West,USA
16,Horotachi,Japan
19,Laworta – Ustrzyki Dolne,Poland
21,Opalisko – Závažná Poruba,Slovakia
24,Hofeck – Hof (Bernau im Schwarzwald),Germany
40,Bortelid,Norway
24,Takanbo,Japan
20,Alpe Furx – Furx (Zwischenwasser),Austria
49,Gschwandtkopf – Seefeld,Austria
27,Alpsteinblick – Gonten,Switzerland
18,Soláň – Vrchol,Czech Republic
79,Montage Mountain Resort,USA
10,Lailias – Serres,Greece
20,Šachty – Vysoké nad Jizerou,Czech Republic
29,Skizentrum Pfronten,Germany
49,Starý Smokovec – Hrebienok,Slovakia
27,Asama 2000 Park,Japan
17.5,Park kralja Matjaža – Črna na Koroškem,Slovenia
18,Mastrils,Switzerland
15,Val Pelens,France
34,Rauma,Norway
30,San Isidro-Zona Salencias,Spain
11,Val d'Oronaye – Larche,France
19,Tockneralmlift Krakauebene – Krakauhintermühlen (Krakau),Austria
29,Szymoszkowa,Poland
12,Prabouré – Saint-Anthème,France
8,Mishina Gora – Belokurikha,Siberia
18,Storklinta,Sweden
23,Entracque,Italy
15,Les Fourgs,France
34,Kumanoyu Resort,Japan
37,Rena,Norway
37,Dagali Fjellpark,Norway
15,Planche des Belles Filles,France
20,Ventasso Laghi,Italy
31,Phoenix Mountain,Canada
42,Lifjell,Norway
21,Kaste – Petříkov,Czech Republic
25,Troodos – Mount Olympos,Cyprus
15,Jonas Park – Ostružná,Czech Republic
10,Armkhi,North Caucasus
55,Mount Cheeseman,New Zealand
69,Song Mountain,USA
20,Markbuchen/​Predigtstuhl (St. Englmar),Germany
19,Halblech,Germany
13,Mont Fortin,Canada
22,Velika Planina,Slovenia
26,Aichelberglifts – Karlstift (Bad Großpertholz),Austria
14,Siplo,Norway
99,Wisp – McHenry (Deep Creek Lake),USA
30,Tanzboden – Ebnat-Kappel,Switzerland
84,Whitetail,USA
19,Bläsiberg – Wiesensteig,Germany
25,Serra da Estrela,Portugal
84,West Mountain,USA
91,Jiminy Peak,USA
45,Camden Snow Bowl,USA
27,Malá Úpa,Czech Republic
32,Pany (Luzein),Switzerland
20,Kaneyama,Japan
46,Luosto,Finland
23,Bygdsiljumsbacken,Sweden
14,Velykyj,Ukraine
25,Embach – Hörndl,Austria
15,Dzikowiec – Boguszów-Gorce,Poland
15,Le Reposoir – Village,France
14,Prästberget,Sweden
32,Gitschenen – Isenthal,Switzerland
25,Münster-Geschinen,Switzerland
20,Nagaoka Shiei,Japan
20,Vyšné Ružbachy,Slovakia
37,Karuizawa,Japan
75,Kissing Bridge,USA
38,Vallée du Parc,Canada
31,Grövelfjäll,Sweden
22,Kamionna – Laskowa,Poland
25,Mont Deus Hidakuraiyama Snow Park,Japan
19,Gråkallen (Kleiva),Norway
26,Palot (Pisogne),Italy
39,Fonna Glacier Ski Resort,Norway
30,Les Prés d'Orvin,Switzerland
27,Eggiwil – Netschbühl,Switzerland
29,Sulitjelma Fjellandsby,Norway
38,Hummelfjell,Norway
18,Český Jiřetín,Czech Republic
18,Mraznica – Hnilčík,Slovakia
14,Kanisbacken – Älvsbyn,Sweden
35,Dent de Jaman – Montreux,Switzerland
18,Kiczera – Puławy (Rymanów),Poland
50,Jisan Forest Resort,South Korea
23,Karolinka,Czech Republic
28,Spitzenberg/​Köpfle – Innerlehen (Bernau im Schwarzwald),Germany
6,Busovača,Bosnia and Herzegovina
22,Yudonosan,Japan
18,Skulebacken,Sweden
27,Yachiho Kogen,Japan
39,Vaset,Norway
26,Beskid Sport Arena (Szczyrk),Poland
26,Hornlift – Fröhnd,Germany
31,Postwiesen Skidorf – Neuastenberg,Germany
25,Małe Ciche,Poland
18,Bocksliden,Sweden
14,Teplica – Brezovica,Slovakia
21,Kokusetsu Akankohan,Japan
28,Pian del Poggio – Monte Chiappo,Italy
28,Oberegg – Skilift St. Anton,Switzerland
35,Katzenkopf – Leutasch,Austria
35,Sommet Gabriel,Canada
29,Granberget – Leksand,Sweden
36,Haglebu,Norway
31,Yuzawa Park,Japan
15,Macesnovc Rateče,Slovenia
18,Rašov (Klíny),Czech Republic
25,Ushidake Onsen,Japan
20,Wildewiese – Sundern,Germany
86,Massanutten,USA
11,Saint-Georges,Canada
26,Tobołów – Koninki,Poland
15,Náprava – Jáchymov-Nové Město,Czech Republic
29,Fischenthal-Aurüti – Oberegg,Switzerland
31,Thoma – Hinterzarten,Germany
26,Biancoia – Conco,Italy
34,Vallée Bleue,Canada
18,Košútka – Hriňová,Slovakia
15,Choei Kanayama,Japan
50,Beartooth Basin (temporarily closed),USA
23,Fairview Ski Hill,Canada
25,Nowa Osada – Wisła,Poland
38,SarvesAlta,Norway
11,Zempléni-hegy – Sátoraljaújhely,Hungary
21,Mátraszentistván Sipark,Hungary
72,Swain,USA
48,Mount Baldy – Thunder Bay,Canada
19,Lubomierz,Poland
29,Hiroshima Kenmin no Mori (temporarily closed),Japan
30,Linden – Schindelberg,Switzerland
24,Tonnerhütte – Mühlen,Austria
21,Strednica – Ždiar,Slovakia
65,Mt. Lemmon Ski Valley,USA
37,Suior,Romania
17,Fort Fun Winterwelt – Bestwig,Germany
18,Towadako Onsen,Japan
20,Słotwiny,Poland
20,Elko Snobowl,USA
17,Maciejowa – Rabka-Zdrój (temporarily closed),Poland
37,Mont Habitant,Canada
54,Buffalo,USA
29,Kalinderu – Buşteni,Romania
25,Obdach,Austria
15,La Loge des Gardes,France
20,Grúň (Ski Park) – Staré Hamry,Czech Republic
43,Saariselkä,Finland
20,Kamenec – Jablonec nad Jizerou,Czech Republic
8,Gornyy,Siberia
17,Ryterski Raj – Rytro,Poland
29,Velká Úpa,Czech Republic
20.5,Ski Sport Alm – Burladingen,Germany
29,Harenda,Poland
15,Lysá,Slovakia
26,Karigahara,Japan
90,Canaan Valley,USA
27,Sunnfjord – Blomlia,Norway
28,Hunau – Bödefeld,Germany
28,St. Jakob im Walde,Austria
21,Åkersjön,Sweden
25,Kamui Misaka,Japan
16,Gebrei,Russia
66,Laurel Mountain,USA
20,Nollen – Unterägeri,Switzerland
13,Hraběšice,Czech Republic
30,Kaberlaba,Italy
10,Kľačno,Slovakia
10,Aavasaksa,Finland
19,Gromadzyń – Ustrzyki Dolne,Poland
28,Homberg – Ziegenhelle,Germany
15,Oberfrauenwald (Waldkirchen),Germany
15,Přelač – Horní Lomná (temporarily closed),Czech Republic
25,Huaibei,China
55,Snow Ridge,USA
11,Komáří vížka – Horní Krupka,Czech Republic
20,Skicomp-Fakľovka – Litmanová,Slovakia
20,Sommartel – Le Locle,Switzerland
27,Mont Ti-Basse – Baie-Comeau,Canada
20,Eschenberg – Niedersfeld,Germany
12,Štědrákova Lhota,Czech Republic
23,Awasuno,Japan
37,Grotli,Norway
18,Les Genevez,Switzerland
22,Le Petit Chamonix,Canada
22,Gröllerkopf – Übersaxen,Austria
21,Spechtenseelift – Pürgg (Stainach-Pürgg),Austria
46,Loch Lomond,Canada
30,Stollenbach bei Oberried – Toter Mann,Germany
30,Fort Wainwright/​Birch Hill – Fairbanks,USA
34,Breimsbygda – Utvikfjellet,Norway
40,Faqra,Lebanon
20,St. Cergue,Switzerland
26,Fjellhaugen Skisenter,Norway
20,Kegelberg – Erlbach,Germany
16,Katsurazawa Kokusetsu,Japan
18,Zuckerfeld,Germany
20,Severka – Dolní Lomná,Czech Republic
19,Torsbustaden,Norway
12,La Combe Saint-Pierre (Charquemont),France
69,Cape Smokey,Canada
17,Dolina Leśnicy/​Świniorki – Brenna Leśnica,Poland
75,Spirit Mountain,USA
18,Malenovice,Czech Republic
16,Július – Vyšná Slaná,Slovakia
31,Savalen,Norway
27.5,Niederthai (Umhausen),Austria
98,Tahoe Donner,USA
37.5,Prags (Braies),Italy
23,Banshogahara,Japan
23,Schneeberg-Hagerlifte – Mitterland (Thiersee),Austria
38,Golsfjellet,Norway
15,Luossabacken – Kiruna,Sweden
15,Oberwilhams – Missen-Wilhams,Germany
59,Devil's Glen,Canada
58,Marquette Mountain,USA
23,Kullstabacken/​Elefantberget – Hammarstrand,Sweden
18,Mombetsu Ouyama,Japan
22,Strachan – Ždiar,Slovakia
35,Isaberg – Hestra,Sweden
14,Nagyvillám Sípálya – Visegrád,Hungary
12,Sněžník/​Návrší – Stříbrnice,Czech Republic
119,Wintergreen Resort,USA
29,Campo Blenio,Switzerland
27,Kotobiki Forest Park,Japan
84,Crotched Mountain,USA
39.5,Olos,Finland
44,Drammen (Skimore),Norway
72,Bousquet,USA
20,Thunderhill – Benito,Canada
19,Simas Lifte – St. Peter/​St. Corona,Austria
15,Czarnów – Kamienna Góra,Poland
39,Orsa Grönklitt,Sweden
20,Hagurosan,Japan
22,Iberg – Riedholz (Maierhöfen),Germany
20,Campo Rotondo – Cappadocia,Italy
24.5,Almblicklifts – Strallegg,Austria
29,Kaiserau – Admont,Austria
29,Mont Vidéo,Canada
12,Lößnitz,Germany
28.9,Bocksberg – Hahnenklee,Germany
14,Brněnka – Vernířovice,Czech Republic
70,Soda Springs,USA
25,Mladé Buky,Czech Republic
19,Homole – Jaworki,Poland
18,Haginoyama Shimin,Japan
20,Arabichl – Kirchberg am Wechsel,Austria
18,Rejdice,Czech Republic
40,Mt. Jefferson,USA
38,Brokke,Norway
55,Toggenburg Ski Center (temporarily closed),USA
30,Riepenlift – Antholz-Mittertal (Anterselva di Mezzo),Italy
23,Rusiń-Ski – Bukowina Tatrzańska,Poland
20,Hirtenteich – Essingen-Lauterburg/​Aalen,Germany
18,Capracotta,Italy
10,Čerťák – Václavov u Bruntálu,Czech Republic
29,Czorsztyn – Kluszkowce,Poland
77,Winterplace,USA
6,Misinatető (Pécs),Hungary
10,Nad Kostelem – Nové Hamry (temporarily closed),Czech Republic
39,Ådneram Skitrekk,Norway
22,Miroslav – Lipová Lázně,Czech Republic
98,Nub's Nob Ski Area,USA
50,Royal Mountain,USA
11,Ivan-Gora,Russia
9,Latbergsbacken – Kramfors,Sweden
17,Landsomberget,Sweden
17,La Poya – Vallorcine,France
23,Nitehawk,Canada
39,Skeetawk – Hatcher Pass,USA
16,Nolbybacken,Sweden
10,Aš,Czech Republic
24,Filipovice Skipark,Czech Republic
50,Sitzmark,USA
62,Giants Ridge,USA
28,Heiden – Bischofsberg,Switzerland
25,Lonesome Pine Trails – Fort Kent,USA
21,Viehberg – Sandl,Austria
24,Minakami Kogen Fujiwara,Japan
21,Gruvbacken,Sweden
31,Spåtind Skisenter,Norway
14,Val de Wanne,Belgium
20,Homberg,Switzerland
21,Mont Apic,Canada
5,Goč – Banjskoj strani,Serbia
89,Saskadena Six,USA
13,Terraski Park – Shava,Russia
20,Kirchschlag bei Linz,Austria
32,Faltschen – Reichenbach,Switzerland
29,Ånstadblåheia,Norway
85,Big Powderhorn Mountain,USA
25,Buscat – Staţiunea Muntele Băişorii (Băișoara),Romania
20,Gopshusbacken,Sweden
28,Kunizakai,Japan
55,Alpine Mountain Ski & Snow Tubing Center (temporarily closed),USA
27,Ina Ski Resort,Japan
27,Hirugano Kogen,Japan
18,Luggi Leitner Lifts – Scheidegg,Germany
10,Badger Mountain,USA
20,Hohe Lied – Gellinghausen (Schmallenberg),Germany
15,Le Poli – Xonrupt-Longemer,France
24,Akita-Hachimantai,Japan
26,Glomfjord,Norway
89,Jackson Creek Summit (Snowriver Mountain Resort),USA
30,Degersheim – Fuchsacker,Switzerland
82,Cascade Mountain,USA
27,Table Mountain,Canada
20.6,Heumöser – Ebnit (Dornbirn),Austria
19,Selce Čachovo,Slovakia
25,Schulenberg (Skialpinum),Germany
17,Bibai Kokusetsu,Japan
18,Campigna – Montefalco,Italy
31,Yogo Kogen,Japan
17.5,Hittisberg – Hittisau,Austria
35,Vallåsen,Sweden
49,Cooper Spur,USA
37,Mount Jamieson – Timmins,Canada
25,Tenna,Switzerland
10,Hronec-Hlobišov (temporarily closed),Slovakia
10,Náchod,Czech Republic
11,Ski-Blanc – Ostrý Grúň,Slovakia
29,Schauinsland – Hofsgrund,Germany
15.5,Sachrang,Germany
20,Ibi Kogen Kaitsuki (temporarily closed),Japan
21,Obersalzberg,Germany
14,Waldhäuser (Neuschönau),Germany
20,Păltiniș,Romania
103,Jack Frost Mountain,USA
38,Lago Hermoso,Argentina
29,Solfa Oda,Japan
72,Devil's Head,USA
26,Gföllberglift – Holzgau,Austria
29,Tále,Slovakia
89,Charlotte Pass,Australia
20,Vrbno pod Pradědem,Czech Republic
17,Brotjacklriegel – Langfurth,Germany
21,Synot Kyčerka,Czech Republic
48,Vierli – Rauland,Norway
16,Nemira – Slănic-Moldova,Romania
28,Tolvmannabacken,Sweden
15,Niki Chomin,Japan
15,Lyndon Outing Club,USA
26,Ottenleue – Sangernboden,Switzerland
26,Wapiti Valley,Canada
13,Plavy,Czech Republic
20,Bedřichov,Czech Republic
24,Furtnerlifts – Rohr im Gebirge,Austria
29,Tydal,Norway
25,Oberiberg,Switzerland
39.5,Ounasvaara – Rovaniemi,Finland
29,Daisetsuzan Kurodake – Sounkyo,Japan
47,Stryn Sommerski – Tystigbreen,Norway
23.5,Holzmeisterlifts Sommeralm – St. Kathrein am Offenegg,Austria
54,Mount Baw Baw,Australia
13,Hartenrod,Germany
18,U Čápa – Kořenov-Příchovice,Czech Republic
17,Nosal – Bystre,Poland
18,Passo Penice,Italy
37,Skillevollen – Mo i Rana,Norway
33,Haldenköpfle,Germany
70,Big Bear at Masthope Mountain,USA
30,Hochlitten – Riefensberg,Austria
24,Přemyslov – Jelení,Czech Republic
24,Arralifts – Harmanschlag (St. Martin),Austria
17,Feistritzsattel – Trattenbach,Austria
19,Bjästabacken,Sweden
20,Aldrov – Vítkovice (Witkowitz),Czech Republic
70,Mohawk Mountain,USA
34,Furedalen Alpin – Kvamskogen,Norway
15,Olešnice v Orlických horách,Czech Republic
23,Ribnica na Pohorju – Ribniško Pohorje,Slovenia
27,Kinosoo Ridge,Canada
24,Kopřivná,Czech Republic
79,Bear Creek Mountain Resort,USA
18,Mont Chalco,Canada
26,Sølen – Ulvåberget,Norway
26,Hvalin/​Khvalyn,Russia
18,Tettau – Wildberg,Germany
110,Boyne Mountain,USA
14,Nishikawa Chomin,Japan
14,Yogoshiyama,Japan
22,Skolnity – Wisła,Poland
72,Whitecap Mountains,USA
43,Rienz – Toblach (Dobbiaco),Italy
20,Kutsuki,Japan
26,Tri Town,Canada
79,Las Vegas Ski and Snowboard Resort – Lee Canyon,USA
41,Giant Resort,Japan
22,Mutten,Switzerland
76,Hidden Valley (PA),USA
14,Žiarce – Pavčina Lehota,Slovakia
16,Fjällberget,Sweden
22,Tawatinaw Valley,Canada
35,Langenbruck – Untere/​Obere Wanne,Switzerland
24,Krahule,Slovakia
23,Mosorny Groń – Zawoja,Poland
84,Liberty Mountain,USA
12,Horní Údolí,Czech Republic
17.5,Les Moussières,France
12,Divčibare,Serbia
22,Herrenschwand,Germany
20,Enzklösterle,Germany
15,Mount Joy,Canada
21,Limanowa,Poland
70,Wolf Ridge,USA
24,Chapeau Râblé – La Chaux-de-Fonds,Switzerland
27.8,Aiguilles,France
31,Bear Mountain – Dawson Creek,Canada
36,Vorlage,Canada
20,Ritavalkea,Finland
13,Zlatá Olešnice,Czech Republic
39,Galdhøpiggen Sommerskisenter – Juvass,Norway
14,Bomyrberget – Vuollerim,Sweden
36,Ljosland Skisenter,Norway
23,Trije Kralji,Slovenia
58,Jundushan,China
59,Pine Mountain,USA
17,Matsudai,Japan
31,Vista Ridge,Canada
76,Cataloochee,USA
15,Przełęcz Sokola,Poland
25,Hemberg,Switzerland
29,Knaben,Norway
20,Chausuyama Kogen – Toyone-mura,Japan
52,Quechee Lakes Ski Area,USA
70,Selwyn Snowfields,Australia
64,Sundown,USA
21,Zagroń,Poland
26,Rättviksbacken,Sweden
11,Esashicho Mikasayama,Japan
25,Saint-Raymond,Canada
21,Schmolllifte – Steinhaus am Semmering,Austria
7,Kostenski,Central Russia
14,Payel di Valsavarenche – Dégioz (temporarily closed),Italy
79,Roundtop,USA
27,Ibuki no Sato,Japan
23.5,Wenigzell,Austria
50,Spring Mountain,USA
27.5,Les Planards,France
20,Flensa – Seewis,Switzerland
20,Oedberg – Gmund-Ostin,Germany
20,Ostalb – Aalen,Germany
14,Fahrenberg – Vohenstrauß,Germany
